,artist.inverted,track,week,rank
4782,"Spears, Britney",From The Bottom Of My Broken Heart,32,
4783,"Spears, Britney",From The Bottom Of My Broken Heart,33,
4784,"Spears, Britney",From The Bottom Of My Broken Heart,34,
4785,"Spears, Britney",From The Bottom Of My Broken Heart,35,
4786,"Spears, Britney",From The Bottom Of My Broken Heart,36,
4787,"Spears, Britney",From The Bottom Of My Broken Heart,37,
4788,"Spears, Britney",From The Bottom Of My Broken Heart,38,
4789,"Spears, Britney",From The Bottom Of My Broken Heart,39,
4790,"Spears, Britney",From The Bottom Of My Broken Heart,40,
4791,"Spears, Britney",From The Bottom Of My Broken Heart,41,
4792,"Spears, Britney",From The Bottom Of My Broken Heart,42,
4793,"Spears, Britney",From The Bottom Of My Broken Heart,43,
4794,"Spears, Britney",From The Bottom Of My Broken Heart,44,
4795,"Spears, Britney",From The Bottom Of My Broken Heart,45,
4796,"Spears, Britney",From The Bottom Of My Broken Heart,46,
4797,"Spears, Britney",From The Bottom Of My Broken Heart,47,
4798,"Spears, Britney",From The Bottom Of My Broken Heart,48,
4799,"Spears, Britney",From The Bottom Of My Broken Heart,49,
4800,"Spears, Britney",From The Bottom Of My Broken Heart,50,
4801,"Spears, Britney",From The Bottom Of My Broken Heart,51,
4802,"Spears, Britney",From The Bottom Of My Broken Heart,52,
4803,"Spears, Britney",From The Bottom Of My Broken Heart,53,
4804,"Spears, Britney",From The Bottom Of My Broken Heart,54,
4805,"Spears, Britney",From The Bottom Of My Broken Heart,55,
4806,"Spears, Britney",From The Bottom Of My Broken Heart,56,
4807,"Spears, Britney",From The Bottom Of My Broken Heart,57,
4808,"Spears, Britney",From The Bottom Of My Broken Heart,58,
4809,"Spears, Britney",From The Bottom Of My Broken Heart,59,
4810,"Spears, Britney",From The Bottom Of My Broken Heart,60,
4811,"Spears, Britney",From The Bottom Of My Broken Heart,61,
4812,"Spears, Britney",From The Bottom Of My Broken Heart,62,
4813,"Spears, Britney",From The Bottom Of My Broken Heart,63,
4814,"Spears, Britney",From The Bottom Of My Broken Heart,64,
4815,"Spears, Britney",From The Bottom Of My Broken Heart,65,
4816,"Spears, Britney",From The Bottom Of My Broken Heart,66,
4817,"Spears, Britney",From The Bottom Of My Broken Heart,67,
4818,"Spears, Britney",From The Bottom Of My Broken Heart,68,
4819,"Spears, Britney",From The Bottom Of My Broken Heart,69,
4820,"Spears, Britney",From The Bottom Of My Broken Heart,70,
4821,"Spears, Britney",From The Bottom Of My Broken Heart,71,
4822,"Spears, Britney",From The Bottom Of My Broken Heart,72,
4823,"Spears, Britney",From The Bottom Of My Broken Heart,73,
4824,"Spears, Britney",From The Bottom Of My Broken Heart,74,
4825,"Spears, Britney",From The Bottom Of My Broken Heart,75,
4826,Third Eye Blind,Never Let You Go,2,32.0
4827,Third Eye Blind,Never Let You Go,3,25.0
4828,Third Eye Blind,Never Let You Go,4,24.0
4829,Third Eye Blind,Never Let You Go,5,23.0
4830,Third Eye Blind,Never Let You Go,6,22.0
4831,Third Eye Blind,Never Let You Go,7,22.0
4832,Third Eye Blind,Never Let You Go,8,21.0
4833,Third Eye Blind,Never Let You Go,9,19.0
4834,Third Eye Blind,Never Let You Go,10,16.0
4835,Third Eye Blind,Never Let You Go,11,14.0
4836,Third Eye Blind,Never Let You Go,12,16.0
4837,Third Eye Blind,Never Let You Go,13,16.0
4838,Third Eye Blind,Never Let You Go,14,17.0
4839,Third Eye Blind,Never Let You Go,15,18.0
4840,Third Eye Blind,Never Let You Go,16,21.0
4841,Third Eye Blind,Never Let You Go,17,22.0
4842,Third Eye Blind,Never Let You Go,18,25.0
4843,Third Eye Blind,Never Let You Go,19,27.0
4844,Third Eye Blind,Never Let You Go,20,33.0
4845,Third Eye Blind,Never Let You Go,21,45.0
4846,Third Eye Blind,Never Let You Go,22,46.0
4847,Third Eye Blind,Never Let You Go,23,
4848,Third Eye Blind,Never Let You Go,24,
4849,Third Eye Blind,Never Let You Go,25,
4850,Third Eye Blind,Never Let You Go,26,
4851,Third Eye Blind,Never Let You Go,27,
4852,Third Eye Blind,Never Let You Go,28,
4853,Third Eye Blind,Never Let You Go,29,
4854,Third Eye Blind,Never Let You Go,30,
4855,Third Eye Blind,Never Let You Go,31,
4856,Third Eye Blind,Never Let You Go,32,
4857,Third Eye Blind,Never Let You Go,33,
4858,Third Eye Blind,Never Let You Go,34,
4859,Third Eye Blind,Never Let You Go,35,
4860,Third Eye Blind,Never Let You Go,36,
4861,Third Eye Blind,Never Let You Go,37,
4862,Third Eye Blind,Never Let You Go,38,
4863,Third Eye Blind,Never Let You Go,39,
4864,Third Eye Blind,Never Let You Go,40,
4865,Third Eye Blind,Never Let You Go,41,
4866,Third Eye Blind,Never Let You Go,42,
4867,Third Eye Blind,Never Let You Go,43,
4868,Third Eye Blind,Never Let You Go,44,
4869,Third Eye Blind,Never Let You Go,45,
4870,Third Eye Blind,Never Let You Go,46,
4871,Third Eye Blind,Never Let You Go,47,
4872,Third Eye Blind,Never Let You Go,48,
4873,Third Eye Blind,Never Let You Go,49,
4874,Third Eye Blind,Never Let You Go,50,
4875,Third Eye Blind,Never Let You Go,51,
4876,Third Eye Blind,Never Let You Go,52,
4877,Third Eye Blind,Never Let You Go,53,
4878,Third Eye Blind,Never Let You Go,54,
4879,Third Eye Blind,Never Let You Go,55,
4880,Third Eye Blind,Never Let You Go,56,
4881,Third Eye Blind,Never Let You Go,57,
4882,Third Eye Blind,Never Let You Go,58,
4883,Third Eye Blind,Never Let You Go,59,
4884,Third Eye Blind,Never Let You Go,60,
4885,Third Eye Blind,Never Let You Go,61,
4886,Third Eye Blind,Never Let You Go,62,
4887,Third Eye Blind,Never Let You Go,63,
4888,Third Eye Blind,Never Let You Go,64,
4889,Third Eye Blind,Never Let You Go,65,
4890,Third Eye Blind,Never Let You Go,66,
4891,Third Eye Blind,Never Let You Go,67,
4892,Third Eye Blind,Never Let You Go,68,
4893,Third Eye Blind,Never Let You Go,69,
4894,Third Eye Blind,Never Let You Go,70,
4895,Third Eye Blind,Never Let You Go,71,
4896,Third Eye Blind,Never Let You Go,72,
4897,Third Eye Blind,Never Let You Go,73,
4898,Third Eye Blind,Never Let You Go,74,
4899,Third Eye Blind,Never Let You Go,75,
4900,Red Hot Chili Peppers,Otherside,2,72.0
4901,Red Hot Chili Peppers,Otherside,3,65.0
4902,Red Hot Chili Peppers,Otherside,4,52.0
4903,Red Hot Chili Peppers,Otherside,5,51.0
4904,Red Hot Chili Peppers,Otherside,6,49.0
4905,Red Hot Chili Peppers,Otherside,7,40.0
4906,Red Hot Chili Peppers,Otherside,8,37.0
4907,Red Hot Chili Peppers,Otherside,9,32.0
4908,Red Hot Chili Peppers,Otherside,10,29.0
4909,Red Hot Chili Peppers,Otherside,11,29.0
4910,Red Hot Chili Peppers,Otherside,12,29.0
4911,Red Hot Chili Peppers,Otherside,13,29.0
4912,Red Hot Chili Peppers,Otherside,14,24.0
4913,Red Hot Chili Peppers,Otherside,15,18.0
4914,Red Hot Chili Peppers,Otherside,16,14.0
4915,Red Hot Chili Peppers,Otherside,17,15.0
4916,Red Hot Chili Peppers,Otherside,18,16.0
4917,Red Hot Chili Peppers,Otherside,19,19.0
4918,Red Hot Chili Peppers,Otherside,20,22.0
4919,Red Hot Chili Peppers,Otherside,21,29.0
4920,Red Hot Chili Peppers,Otherside,22,45.0
4921,Red Hot Chili Peppers,Otherside,23,
4922,Red Hot Chili Peppers,Otherside,24,
4923,Red Hot Chili Peppers,Otherside,25,
4924,Red Hot Chili Peppers,Otherside,26,
4925,Red Hot Chili Peppers,Otherside,27,
4926,Red Hot Chili Peppers,Otherside,28,
4927,Red Hot Chili Peppers,Otherside,29,
4928,Red Hot Chili Peppers,Otherside,30,
4929,Red Hot Chili Peppers,Otherside,31,
4930,Red Hot Chili Peppers,Otherside,32,
4931,Red Hot Chili Peppers,Otherside,33,
4932,Red Hot Chili Peppers,Otherside,34,
4933,Red Hot Chili Peppers,Otherside,35,
4934,Red Hot Chili Peppers,Otherside,36,
4935,Red Hot Chili Peppers,Otherside,37,
4936,Red Hot Chili Peppers,Otherside,38,
4937,Red Hot Chili Peppers,Otherside,39,
4938,Red Hot Chili Peppers,Otherside,40,
4939,Red Hot Chili Peppers,Otherside,41,
4940,Red Hot Chili Peppers,Otherside,42,
4941,Red Hot Chili Peppers,Otherside,43,
4942,Red Hot Chili Peppers,Otherside,44,
4943,Red Hot Chili Peppers,Otherside,45,
4944,Red Hot Chili Peppers,Otherside,46,
4945,Red Hot Chili Peppers,Otherside,47,
4946,Red Hot Chili Peppers,Otherside,48,
4947,Red Hot Chili Peppers,Otherside,49,
4948,Red Hot Chili Peppers,Otherside,50,
4949,Red Hot Chili Peppers,Otherside,51,
4950,Red Hot Chili Peppers,Otherside,52,
4951,Red Hot Chili Peppers,Otherside,53,
4952,Red Hot Chili Peppers,Otherside,54,
4953,Red Hot Chili Peppers,Otherside,55,
4954,Red Hot Chili Peppers,Otherside,56,
4955,Red Hot Chili Peppers,Otherside,57,
4956,Red Hot Chili Peppers,Otherside,58,
4957,Red Hot Chili Peppers,Otherside,59,
4958,Red Hot Chili Peppers,Otherside,60,
4959,Red Hot Chili Peppers,Otherside,61,
4960,Red Hot Chili Peppers,Otherside,62,
4961,Red Hot Chili Peppers,Otherside,63,
4962,Red Hot Chili Peppers,Otherside,64,
4963,Red Hot Chili Peppers,Otherside,65,
4964,Red Hot Chili Peppers,Otherside,66,
4965,Red Hot Chili Peppers,Otherside,67,
4966,Red Hot Chili Peppers,Otherside,68,
4967,Red Hot Chili Peppers,Otherside,69,
4968,Red Hot Chili Peppers,Otherside,70,
4969,Red Hot Chili Peppers,Otherside,71,
4970,Red Hot Chili Peppers,Otherside,72,
4971,Red Hot Chili Peppers,Otherside,73,
4972,Red Hot Chili Peppers,Otherside,74,
4973,Red Hot Chili Peppers,Otherside,75,
4974,Profyle,Liar,2,32.0
4975,Profyle,Liar,3,25.0
4976,Profyle,Liar,4,17.0
4977,Profyle,Liar,5,16.0
4978,Profyle,Liar,6,16.0
4979,Profyle,Liar,7,14.0
4980,Profyle,Liar,8,19.0
4981,Profyle,Liar,9,24.0
4982,Profyle,Liar,10,33.0
4983,Profyle,Liar,11,35.0
4984,Profyle,Liar,12,43.0
4985,Profyle,Liar,13,54.0
4986,Profyle,Liar,14,61.0
4987,Profyle,Liar,15,69.0
4988,Profyle,Liar,16,75.0
4989,Profyle,Liar,17,86.0
4990,Profyle,Liar,18,81.0
4991,Profyle,Liar,19,94.0
4992,Profyle,Liar,20,99.0
4993,Profyle,Liar,21,
4994,Profyle,Liar,22,
4995,Profyle,Liar,23,
4996,Profyle,Liar,24,
4997,Profyle,Liar,25,
4998,Profyle,Liar,26,
4999,Profyle,Liar,27,
5000,Profyle,Liar,28,
5001,Profyle,Liar,29,
5002,Profyle,Liar,30,
5003,Profyle,Liar,31,
5004,Profyle,Liar,32,
5005,Profyle,Liar,33,
5006,Profyle,Liar,34,
5007,Profyle,Liar,35,
5008,Profyle,Liar,36,
5009,Profyle,Liar,37,
5010,Profyle,Liar,38,
5011,Profyle,Liar,39,
5012,Profyle,Liar,40,
5013,Profyle,Liar,41,
5014,Profyle,Liar,42,
5015,Profyle,Liar,43,
5016,Profyle,Liar,44,
5017,Profyle,Liar,45,
5018,Profyle,Liar,46,
5019,Profyle,Liar,47,
5020,Profyle,Liar,48,
5021,Profyle,Liar,49,
5022,Profyle,Liar,50,
5023,Profyle,Liar,51,
5024,Profyle,Liar,52,
5025,Profyle,Liar,53,
5026,Profyle,Liar,54,
5027,Profyle,Liar,55,
5028,Profyle,Liar,56,
5029,Profyle,Liar,57,
5030,Profyle,Liar,58,
5031,Profyle,Liar,59,
5032,Profyle,Liar,60,
5033,Profyle,Liar,61,
5034,Profyle,Liar,62,
5035,Profyle,Liar,63,
5036,Profyle,Liar,64,
5037,Profyle,Liar,65,
5038,Profyle,Liar,66,
5039,Profyle,Liar,67,
5040,Profyle,Liar,68,
5041,Profyle,Liar,69,
5042,Profyle,Liar,70,
5043,Profyle,Liar,71,
5044,Profyle,Liar,72,
5045,Profyle,Liar,73,
5046,Profyle,Liar,74,
5047,Profyle,Liar,75,
5048,Barenaked Ladies,Pinch Me,2,76.0
5049,Barenaked Ladies,Pinch Me,3,69.0
5050,Barenaked Ladies,Pinch Me,4,45.0
5051,Barenaked Ladies,Pinch Me,5,51.0
5052,Barenaked Ladies,Pinch Me,6,37.0
5053,Barenaked Ladies,Pinch Me,7,33.0
5054,Barenaked Ladies,Pinch Me,8,29.0
5055,Barenaked Ladies,Pinch Me,9,26.0
5056,Barenaked Ladies,Pinch Me,10,25.0
5057,Barenaked Ladies,Pinch Me,11,16.0
5058,Barenaked Ladies,Pinch Me,12,15.0
5059,Barenaked Ladies,Pinch Me,13,15.0
5060,Barenaked Ladies,Pinch Me,14,19.0
5061,Barenaked Ladies,Pinch Me,15,19.0
5062,Barenaked Ladies,Pinch Me,16,20.0
5063,Barenaked Ladies,Pinch Me,17,22.0
5064,Barenaked Ladies,Pinch Me,18,20.0
5065,Barenaked Ladies,Pinch Me,19,21.0
5066,Barenaked Ladies,Pinch Me,20,34.0
5067,Barenaked Ladies,Pinch Me,21,44.0
5068,Barenaked Ladies,Pinch Me,22,
5069,Barenaked Ladies,Pinch Me,23,
5070,Barenaked Ladies,Pinch Me,24,
5071,Barenaked Ladies,Pinch Me,25,
5072,Barenaked Ladies,Pinch Me,26,
5073,Barenaked Ladies,Pinch Me,27,
5074,Barenaked Ladies,Pinch Me,28,
5075,Barenaked Ladies,Pinch Me,29,
5076,Barenaked Ladies,Pinch Me,30,
5077,Barenaked Ladies,Pinch Me,31,
5078,Barenaked Ladies,Pinch Me,32,
5079,Barenaked Ladies,Pinch Me,33,
5080,Barenaked Ladies,Pinch Me,34,
5081,Barenaked Ladies,Pinch Me,35,
5082,Barenaked Ladies,Pinch Me,36,
5083,Barenaked Ladies,Pinch Me,37,
5084,Barenaked Ladies,Pinch Me,38,
5085,Barenaked Ladies,Pinch Me,39,
5086,Barenaked Ladies,Pinch Me,40,
5087,Barenaked Ladies,Pinch Me,41,
5088,Barenaked Ladies,Pinch Me,42,
5089,Barenaked Ladies,Pinch Me,43,
5090,Barenaked Ladies,Pinch Me,44,
5091,Barenaked Ladies,Pinch Me,45,
5092,Barenaked Ladies,Pinch Me,46,
5093,Barenaked Ladies,Pinch Me,47,
5094,Barenaked Ladies,Pinch Me,48,
5095,Barenaked Ladies,Pinch Me,49,
5096,Barenaked Ladies,Pinch Me,50,
5097,Barenaked Ladies,Pinch Me,51,
5098,Barenaked Ladies,Pinch Me,52,
5099,Barenaked Ladies,Pinch Me,53,
5100,Barenaked Ladies,Pinch Me,54,
5101,Barenaked Ladies,Pinch Me,55,
5102,Barenaked Ladies,Pinch Me,56,
5103,Barenaked Ladies,Pinch Me,57,
5104,Barenaked Ladies,Pinch Me,58,
5105,Barenaked Ladies,Pinch Me,59,
5106,Barenaked Ladies,Pinch Me,60,
5107,Barenaked Ladies,Pinch Me,61,
5108,Barenaked Ladies,Pinch Me,62,
5109,Barenaked Ladies,Pinch Me,63,
5110,Barenaked Ladies,Pinch Me,64,
5111,Barenaked Ladies,Pinch Me,65,
5112,Barenaked Ladies,Pinch Me,66,
5113,Barenaked Ladies,Pinch Me,67,
5114,Barenaked Ladies,Pinch Me,68,
5115,Barenaked Ladies,Pinch Me,69,
5116,Barenaked Ladies,Pinch Me,70,
5117,Barenaked Ladies,Pinch Me,71,
5118,Barenaked Ladies,Pinch Me,72,
5119,Barenaked Ladies,Pinch Me,73,
5120,Barenaked Ladies,Pinch Me,74,
5121,Barenaked Ladies,Pinch Me,75,
5122,Jagged Edge,He Can't Love U,2,32.0
5123,Jagged Edge,He Can't Love U,3,17.0
5124,Jagged Edge,He Can't Love U,4,17.0
5125,Jagged Edge,He Can't Love U,5,15.0
5126,Jagged Edge,He Can't Love U,6,18.0
5127,Jagged Edge,He Can't Love U,7,18.0
5128,Jagged Edge,He Can't Love U,8,18.0
5129,Jagged Edge,He Can't Love U,9,18.0
5130,Jagged Edge,He Can't Love U,10,25.0
5131,Jagged Edge,He Can't Love U,11,24.0
5132,Jagged Edge,He Can't Love U,12,24.0
5133,Jagged Edge,He Can't Love U,13,26.0
5134,Jagged Edge,He Can't Love U,14,33.0
5135,Jagged Edge,He Can't Love U,15,44.0
5136,Jagged Edge,He Can't Love U,16,51.0
5137,Jagged Edge,He Can't Love U,17,53.0
5138,Jagged Edge,He Can't Love U,18,65.0
5139,Jagged Edge,He Can't Love U,19,69.0
5140,Jagged Edge,He Can't Love U,20,77.0
5141,Jagged Edge,He Can't Love U,21,
5142,Jagged Edge,He Can't Love U,22,
5143,Jagged Edge,He Can't Love U,23,
5144,Jagged Edge,He Can't Love U,24,
5145,Jagged Edge,He Can't Love U,25,
5146,Jagged Edge,He Can't Love U,26,
5147,Jagged Edge,He Can't Love U,27,
5148,Jagged Edge,He Can't Love U,28,
5149,Jagged Edge,He Can't Love U,29,
5150,Jagged Edge,He Can't Love U,30,
5151,Jagged Edge,He Can't Love U,31,
5152,Jagged Edge,He Can't Love U,32,
5153,Jagged Edge,He Can't Love U,33,
5154,Jagged Edge,He Can't Love U,34,
5155,Jagged Edge,He Can't Love U,35,
5156,Jagged Edge,He Can't Love U,36,
5157,Jagged Edge,He Can't Love U,37,
5158,Jagged Edge,He Can't Love U,38,
5159,Jagged Edge,He Can't Love U,39,
5160,Jagged Edge,He Can't Love U,40,
5161,Jagged Edge,He Can't Love U,41,
5162,Jagged Edge,He Can't Love U,42,
5163,Jagged Edge,He Can't Love U,43,
5164,Jagged Edge,He Can't Love U,44,
5165,Jagged Edge,He Can't Love U,45,
5166,Jagged Edge,He Can't Love U,46,
5167,Jagged Edge,He Can't Love U,47,
5168,Jagged Edge,He Can't Love U,48,
5169,Jagged Edge,He Can't Love U,49,
5170,Jagged Edge,He Can't Love U,50,
5171,Jagged Edge,He Can't Love U,51,
5172,Jagged Edge,He Can't Love U,52,
5173,Jagged Edge,He Can't Love U,53,
5174,Jagged Edge,He Can't Love U,54,
5175,Jagged Edge,He Can't Love U,55,
5176,Jagged Edge,He Can't Love U,56,
5177,Jagged Edge,He Can't Love U,57,
5178,Jagged Edge,He Can't Love U,58,
5179,Jagged Edge,He Can't Love U,59,
5180,Jagged Edge,He Can't Love U,60,
5181,Jagged Edge,He Can't Love U,61,
5182,Jagged Edge,He Can't Love U,62,
5183,Jagged Edge,He Can't Love U,63,
5184,Jagged Edge,He Can't Love U,64,
5185,Jagged Edge,He Can't Love U,65,
5186,Jagged Edge,He Can't Love U,66,
5187,Jagged Edge,He Can't Love U,67,
5188,Jagged Edge,He Can't Love U,68,
5189,Jagged Edge,He Can't Love U,69,
5190,Jagged Edge,He Can't Love U,70,
5191,Jagged Edge,He Can't Love U,71,
5192,Jagged Edge,He Can't Love U,72,
5193,Jagged Edge,He Can't Love U,73,
5194,Jagged Edge,He Can't Love U,74,
5195,Jagged Edge,He Can't Love U,75,
5196,504 Boyz,Wobble Wobble,2,34.0
5197,504 Boyz,Wobble Wobble,3,25.0
5198,504 Boyz,Wobble Wobble,4,17.0
5199,504 Boyz,Wobble Wobble,5,17.0
5200,504 Boyz,Wobble Wobble,6,31.0
5201,504 Boyz,Wobble Wobble,7,36.0
5202,504 Boyz,Wobble Wobble,8,49.0
5203,504 Boyz,Wobble Wobble,9,53.0
5204,504 Boyz,Wobble Wobble,10,57.0
5205,504 Boyz,Wobble Wobble,11,64.0
5206,504 Boyz,Wobble Wobble,12,70.0
5207,504 Boyz,Wobble Wobble,13,75.0
5208,504 Boyz,Wobble Wobble,14,76.0
5209,504 Boyz,Wobble Wobble,15,78.0
5210,504 Boyz,Wobble Wobble,16,85.0
5211,504 Boyz,Wobble Wobble,17,92.0
5212,504 Boyz,Wobble Wobble,18,96.0
5213,504 Boyz,Wobble Wobble,19,
5214,504 Boyz,Wobble Wobble,20,
5215,504 Boyz,Wobble Wobble,21,
5216,504 Boyz,Wobble Wobble,22,
5217,504 Boyz,Wobble Wobble,23,
5218,504 Boyz,Wobble Wobble,24,
5219,504 Boyz,Wobble Wobble,25,
5220,504 Boyz,Wobble Wobble,26,
5221,504 Boyz,Wobble Wobble,27,
5222,504 Boyz,Wobble Wobble,28,
5223,504 Boyz,Wobble Wobble,29,
5224,504 Boyz,Wobble Wobble,30,
5225,504 Boyz,Wobble Wobble,31,
5226,504 Boyz,Wobble Wobble,32,
5227,504 Boyz,Wobble Wobble,33,
5228,504 Boyz,Wobble Wobble,34,
5229,504 Boyz,Wobble Wobble,35,
5230,504 Boyz,Wobble Wobble,36,
5231,504 Boyz,Wobble Wobble,37,
5232,504 Boyz,Wobble Wobble,38,
5233,504 Boyz,Wobble Wobble,39,
5234,504 Boyz,Wobble Wobble,40,
5235,504 Boyz,Wobble Wobble,41,
5236,504 Boyz,Wobble Wobble,42,
5237,504 Boyz,Wobble Wobble,43,
5238,504 Boyz,Wobble Wobble,44,
5239,504 Boyz,Wobble Wobble,45,
5240,504 Boyz,Wobble Wobble,46,
5241,504 Boyz,Wobble Wobble,47,
5242,504 Boyz,Wobble Wobble,48,
5243,504 Boyz,Wobble Wobble,49,
5244,504 Boyz,Wobble Wobble,50,
5245,504 Boyz,Wobble Wobble,51,
5246,504 Boyz,Wobble Wobble,52,
5247,504 Boyz,Wobble Wobble,53,
5248,504 Boyz,Wobble Wobble,54,
5249,504 Boyz,Wobble Wobble,55,
5250,504 Boyz,Wobble Wobble,56,
5251,504 Boyz,Wobble Wobble,57,
5252,504 Boyz,Wobble Wobble,58,
5253,504 Boyz,Wobble Wobble,59,
5254,504 Boyz,Wobble Wobble,60,
5255,504 Boyz,Wobble Wobble,61,
5256,504 Boyz,Wobble Wobble,62,
5257,504 Boyz,Wobble Wobble,63,
5258,504 Boyz,Wobble Wobble,64,
5259,504 Boyz,Wobble Wobble,65,
5260,504 Boyz,Wobble Wobble,66,
5261,504 Boyz,Wobble Wobble,67,
5262,504 Boyz,Wobble Wobble,68,
5263,504 Boyz,Wobble Wobble,69,
5264,504 Boyz,Wobble Wobble,70,
5265,504 Boyz,Wobble Wobble,71,
5266,504 Boyz,Wobble Wobble,72,
5267,504 Boyz,Wobble Wobble,73,
5268,504 Boyz,Wobble Wobble,74,
5269,504 Boyz,Wobble Wobble,75,
5270,Sting,Desert Rose,2,88.0
5271,Sting,Desert Rose,3,72.0
5272,Sting,Desert Rose,4,59.0
5273,Sting,Desert Rose,5,55.0
5274,Sting,Desert Rose,6,52.0
5275,Sting,Desert Rose,7,45.0
5276,Sting,Desert Rose,8,35.0
5277,Sting,Desert Rose,9,24.0
5278,Sting,Desert Rose,10,21.0
5279,Sting,Desert Rose,11,19.0
5280,Sting,Desert Rose,12,19.0
5281,Sting,Desert Rose,13,19.0
5282,Sting,Desert Rose,14,19.0
5283,Sting,Desert Rose,15,18.0
5284,Sting,Desert Rose,16,17.0
5285,Sting,Desert Rose,17,19.0
5286,Sting,Desert Rose,18,19.0
5287,Sting,Desert Rose,19,24.0
5288,Sting,Desert Rose,20,26.0
5289,Sting,Desert Rose,21,30.0
5290,Sting,Desert Rose,22,32.0
5291,Sting,Desert Rose,23,42.0
5292,Sting,Desert Rose,24,45.0
5293,Sting,Desert Rose,25,42.0
5294,Sting,Desert Rose,26,49.0
5295,Sting,Desert Rose,27,
5296,Sting,Desert Rose,28,
5297,Sting,Desert Rose,29,
5298,Sting,Desert Rose,30,
5299,Sting,Desert Rose,31,
5300,Sting,Desert Rose,32,
5301,Sting,Desert Rose,33,
5302,Sting,Desert Rose,34,
5303,Sting,Desert Rose,35,
5304,Sting,Desert Rose,36,
5305,Sting,Desert Rose,37,
5306,Sting,Desert Rose,38,
5307,Sting,Desert Rose,39,
5308,Sting,Desert Rose,40,
5309,Sting,Desert Rose,41,
5310,Sting,Desert Rose,42,
5311,Sting,Desert Rose,43,
5312,Sting,Desert Rose,44,
5313,Sting,Desert Rose,45,
5314,Sting,Desert Rose,46,
5315,Sting,Desert Rose,47,
5316,Sting,Desert Rose,48,
5317,Sting,Desert Rose,49,
5318,Sting,Desert Rose,50,
5319,Sting,Desert Rose,51,
5320,Sting,Desert Rose,52,
5321,Sting,Desert Rose,53,
5322,Sting,Desert Rose,54,
5323,Sting,Desert Rose,55,
5324,Sting,Desert Rose,56,
5325,Sting,Desert Rose,57,
5326,Sting,Desert Rose,58,
5327,Sting,Desert Rose,59,
5328,Sting,Desert Rose,60,
5329,Sting,Desert Rose,61,
5330,Sting,Desert Rose,62,
5331,Sting,Desert Rose,63,
5332,Sting,Desert Rose,64,
5333,Sting,Desert Rose,65,
5334,Sting,Desert Rose,66,
5335,Sting,Desert Rose,67,
5336,Sting,Desert Rose,68,
5337,Sting,Desert Rose,69,
5338,Sting,Desert Rose,70,
5339,Sting,Desert Rose,71,
5340,Sting,Desert Rose,72,
5341,Sting,Desert Rose,73,
5342,Sting,Desert Rose,74,
5343,Sting,Desert Rose,75,
5344,Jay-Z,Big Pimpin',2,52.0
5345,Jay-Z,Big Pimpin',3,39.0
5346,Jay-Z,Big Pimpin',4,33.0
5347,Jay-Z,Big Pimpin',5,28.0
5348,Jay-Z,Big Pimpin',6,25.0
5349,Jay-Z,Big Pimpin',7,25.0
5350,Jay-Z,Big Pimpin',8,23.0
5351,Jay-Z,Big Pimpin',9,20.0
5352,Jay-Z,Big Pimpin',10,19.0
5353,Jay-Z,Big Pimpin',11,21.0
5354,Jay-Z,Big Pimpin',12,18.0
5355,Jay-Z,Big Pimpin',13,20.0
5356,Jay-Z,Big Pimpin',14,20.0
5357,Jay-Z,Big Pimpin',15,26.0
5358,Jay-Z,Big Pimpin',16,29.0
5359,Jay-Z,Big Pimpin',17,35.0
5360,Jay-Z,Big Pimpin',18,33.0
5361,Jay-Z,Big Pimpin',19,41.0
5362,Jay-Z,Big Pimpin',20,50.0
5363,Jay-Z,Big Pimpin',21,
5364,Jay-Z,Big Pimpin',22,
5365,Jay-Z,Big Pimpin',23,
5366,Jay-Z,Big Pimpin',24,
5367,Jay-Z,Big Pimpin',25,
5368,Jay-Z,Big Pimpin',26,
5369,Jay-Z,Big Pimpin',27,
5370,Jay-Z,Big Pimpin',28,
5371,Jay-Z,Big Pimpin',29,
5372,Jay-Z,Big Pimpin',30,
5373,Jay-Z,Big Pimpin',31,
5374,Jay-Z,Big Pimpin',32,
5375,Jay-Z,Big Pimpin',33,
5376,Jay-Z,Big Pimpin',34,
5377,Jay-Z,Big Pimpin',35,
5378,Jay-Z,Big Pimpin',36,
5379,Jay-Z,Big Pimpin',37,
5380,Jay-Z,Big Pimpin',38,
5381,Jay-Z,Big Pimpin',39,
5382,Jay-Z,Big Pimpin',40,
5383,Jay-Z,Big Pimpin',41,
5384,Jay-Z,Big Pimpin',42,
5385,Jay-Z,Big Pimpin',43,
5386,Jay-Z,Big Pimpin',44,
5387,Jay-Z,Big Pimpin',45,
5388,Jay-Z,Big Pimpin',46,
5389,Jay-Z,Big Pimpin',47,
5390,Jay-Z,Big Pimpin',48,
5391,Jay-Z,Big Pimpin',49,
5392,Jay-Z,Big Pimpin',50,
5393,Jay-Z,Big Pimpin',51,
5394,Jay-Z,Big Pimpin',52,
5395,Jay-Z,Big Pimpin',53,
5396,Jay-Z,Big Pimpin',54,
5397,Jay-Z,Big Pimpin',55,
5398,Jay-Z,Big Pimpin',56,
5399,Jay-Z,Big Pimpin',57,
5400,Jay-Z,Big Pimpin',58,
5401,Jay-Z,Big Pimpin',59,
5402,Jay-Z,Big Pimpin',60,
5403,Jay-Z,Big Pimpin',61,
5404,Jay-Z,Big Pimpin',62,
5405,Jay-Z,Big Pimpin',63,
5406,Jay-Z,Big Pimpin',64,
